CountryCode,subset,question_code,question_label,answer,percentage
France,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,62
France,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,21
France,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,4
France,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,5
France,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,2
France,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,6
Croatia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,78
Croatia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,14
Croatia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,2
Croatia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,3
Croatia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,0
Croatia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,3
Croatia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,73
Croatia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,16
Croatia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,3
Croatia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,3
Croatia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,1
Croatia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,4
Croatia,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,67
Croatia,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,21
Croatia,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,3
Croatia,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,4
Croatia,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,0
Croatia,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,5
Croatia,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,70
Croatia,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,21
Croatia,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,2
Croatia,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,3
Croatia,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,0
Croatia,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,4
Hungary,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,61
Hungary,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,27
Hungary,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,5
Hungary,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,2
Hungary,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,1
Hungary,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,5
Hungary,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,59
Hungary,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,26
Hungary,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,5
Hungary,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,3
Hungary,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,3
Hungary,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,5
Hungary,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,59
Hungary,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,30
Hungary,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,6
Hungary,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,1
Hungary,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,1
Hungary,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,3
Hungary,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,47
Hungary,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,34
Hungary,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,6
Hungary,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,3
Hungary,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,4
Hungary,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,6
Ireland,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,80
Ireland,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,12
Ireland,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,2
Ireland,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,3
Ireland,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,0
Ireland,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,3
Ireland,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,76
Ireland,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,13
Ireland,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,2
Ireland,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,4
Ireland,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,2
Ireland,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,3
Ireland,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,77
Ireland,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,11
Ireland,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,2
Ireland,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,2
Ireland,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,1
Ireland,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,6
Ireland,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,76
Ireland,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,17
Ireland,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,2
Ireland,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,3
Ireland,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,2
Ireland,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,0
Italy,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,81
Italy,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,15
Italy,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,1
Italy,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,1
Italy,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,0
Italy,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,2
Italy,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,78
Italy,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,15
Italy,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,2
Italy,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,2
Italy,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,1
Italy,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,3
Italy,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,80
Italy,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,15
Italy,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,1
Italy,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,1
Italy,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,0
Italy,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,2
Italy,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,71
Italy,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,19
Italy,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,3
Italy,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,2
Italy,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,1
Italy,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,3
Lithuania,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,49
Lithuania,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,31
Lithuania,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,6
Lithuania,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,5
Lithuania,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,1
Lithuania,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,9
Lithuania,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,56
Lithuania,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,26
Lithuania,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,4
Lithuania,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,5
Lithuania,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,2
Lithuania,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,6
Lithuania,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,47
Lithuania,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,33
Lithuania,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,5
Lithuania,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,4
Lithuania,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,3
Lithuania,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,8
Lithuania,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,42
Lithuania,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,29
Lithuania,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,8
Lithuania,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,9
Lithuania,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,8
Lithuania,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,5
Luxembourg,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,55
Luxembourg,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,33
Luxembourg,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,4
Luxembourg,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,2
Luxembourg,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,0
Luxembourg,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,6
Luxembourg,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,59
Luxembourg,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,25
Luxembourg,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,6
Luxembourg,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,2
Luxembourg,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,2
Luxembourg,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,6
Luxembourg,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,:
Luxembourg,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,:
Luxembourg,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,:
Luxembourg,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,:
Luxembourg,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,:
Luxembourg,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,:
Luxembourg,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,50
Luxembourg,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,15
Luxembourg,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,12
Luxembourg,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,4
Luxembourg,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,0
Luxembourg,Bisexual men,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,19
Latvia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,43
Latvia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,29
Latvia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,5
Latvia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,7
Latvia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,1
Latvia,Lesbian,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,14
Latvia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,53
Latvia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,32
Latvia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,5
Latvia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly disagree,2
Latvia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Current situation is fine,2
Latvia,Gay,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Don`t know,6
Latvia,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Strongly agree,48
Latvia,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Agree,36
Latvia,Bisexual women,b2_f,"What would allow you to be more comfortable living as a lesbian, gay or bisexual person in the country where you live? Better acceptance of differences in sexual orientations by religious leaders?",Disagree,2
